rank,name,n_tips,monophyletic
family,f__GCA-002788555,1,true
family,f__GCA-002791395,2,true
family,f__GCA-002793355,1,true
family,f__GCA-002795985,1,true
family,f__GCA-2401425,1,true
family,f__GCA-2401445,1,true
family,f__GCA-2718715,2,false
family,f__GCA-2747515,1,true
family,f__GCA-2747955,2,true
family,f__GCA-2785325,1,true
family,f__GCA-2792135,1,true
family,f__GWA1-39-11,5,false
family,f__GWA1-40-21,10,false
family,f__GWA2-35-9,2,true
family,f__GWA2-36-10,8,false
family,f__GWA2-37-8,11,false
family,f__GWA2-38-13,2,true
family,f__GWA2-38-13b,1,true
family,f__GWA2-38-27,3,false
family,f__GWA2-41-24,10,false
family,f__GWA2-42-14,4,true
family,f__GWA2-42-15,6,true
family,f__GWA2-43-13,1,true
family,f__GWA2-44-7,1,true
family,f__GWA2-44-9,18,false
family,f__GWA2-46-15,2,false
family,f__GWA2-46-9,3,true
family,f__GWA2-47-10b,3,true
family,f__GWA2-47-26,2,false
family,f__GWB1-40-14,2,true
family,f__GWB1-42-6,4,false
family,f__GWB1-45-9,1,true
family,f__GWB1-50-10,11,false
family,f__GWC2-33-13,1,true
family,f__GWC2-36-17,1,true
family,f__GWC2-37-13,33,false
family,f__GWC2-37-73,17,true
family,f__GWC2-42-12,3,true
family,f__GWE2-39-37,3,true
family,f__GWF2-33-10,2,true
family,f__GWF2-35-18,1,true
family,f__GWF2-40-263,20,false
family,f__H02-43-30,1,true
family,f__H02-45-28,1,true
family,f__HO2-37-13b,7,false
family,f__HO2-48-17,2,true
family,f__HO2-52-23,5,false
family,f__HR35,3,true
family,f__HRBIN34,1,true
family,f__IGHO2-01-FULL-4-A,4,false
family,f__IGHO2-12-FULL-4,2,false
family,f__J137,1,true
family,f__JAACEG01,1,true
family,f__JAACPI01,1,true
family,f__JAACPR01,1,true
family,f__JAADGY01,1,true
family,f__JAAZHW01,1,true
family,f__JABAAK01,3,true
family,f__JABMPQ01,1,true
family,f__JABMQE01,1,true
family,f__JACDBH01,1,true
family,f__JACDFO01,1,true
family,f__JACMRA01,3,true
family,f__JACNGX01,2,true
family,f__Kazan-3B-28,3,true
family,f__LOWO2-01-FULL-3,8,false
family,f__M10-OD1-4,3,false
family,f__MFAQ01,13,true
family,f__MFKM01,1,true
family,f__MHMH01,2,true
family,f__O2-02-FULL-48-8,5,false
family,f__OLB20,2,true
family,f__OMJO01,1,true
family,f__Paceibacteraceae,2,true
family,f__PALSA-1337,25,false
family,f__Peribacteraceae,28,false
family,f__PETJ01,1,true
family,f__PEXW01,3,true
family,f__PEYH01,1,true
family,f__PEYW01,1,true
family,f__PFDW01,1,true
family,f__PFEM01,1,true
family,f__PGYQ01,1,true
family,f__PJMF01,28,false
family,f__PNNO01,1,true
family,f__PWMZ01,2,true
family,f__PWPS01,13,false
family,f__QS-5-54-17,2,true
family,f__RBG-13-36-15,2,true
family,f__RBG-13-40-8-A,1,true
family,f__RBG-13-42-11,1,true
family,f__RBG-13-42-11_A,1,true
family,f__RBG-16-39-9b,3,true
family,f__RBG-16-42-10,1,true
family,f__RBG-16-45-19,2,true
family,f__Saccharimonadaceae,106,false
family,f__SBBB01,1,true
family,f__SBBC01,2,false
family,f__SC72,23,false
family,f__SCPX01,1,true
family,f__SCTI01,1,true
family,f__SCTJ01,1,true
family,f__SG8-24,3,false
family,f__SICC01,1,true
family,f__SLHW01,2,true
family,f__SOKK01,1,true
family,f__Staskawiczbacteraceae,22,false
family,f__SURF-37,1,true
family,f__SURF-38,1,true
family,f__SURF-54,1,true
family,f__SW-4-49-11,2,false
family,f__SW-6-46-9,1,true
family,f__SZUA-104,1,true
family,f__SZUA-47,2,false
family,f__T1SED10-24,4,true
family,f__Tagabacteraceae,2,false
family,f__UBA10003,2,false
family,f__UBA10009,2,false
family,f__UBA10025,1,true
family,f__UBA1006,4,true
family,f__UBA10092,3,false
family,f__UBA10102,6,false
family,f__UBA10105,2,true
family,f__UBA10110,3,false
family,f__UBA10138,2,false
family,f__UBA10146,1,true
family,f__UBA10151,14,false
family,f__UBA10165,5,false
family,f__UBA10169,1,true
family,f__UBA10185,21,false
family,f__UBA10190,5,false
family,f__UBA10197,1,true
family,f__UBA10212,6,false
family,f__UBA10212_A,1,true
family,f__UBA11359,2,true
family,f__UBA11359_A,18,false
family,f__UBA11359_C,2,true
family,f__UBA11618,1,true
family,f__UBA11705,6,false
family,f__UBA11712,4,true
family,f__UBA11713,5,false
family,f__UBA11717,4,false
family,f__UBA12028,3,false
family,f__UBA12049,22,false
family,f__UBA12075,5,false
family,f__UBA12079,2,false
family,f__UBA12108,5,false
family,f__UBA12157,2,true
family,f__UBA12405,16,false
family,f__UBA12445,2,false
family,f__UBA12463,3,false
family,f__UBA12465,19,false
family,f__UBA12470,3,false
family,f__UBA12473,1,true
family,f__UBA1369,3,false
family,f__UBA1384,1,true
family,f__UBA1396,1,true
family,f__UBA1400,2,true
family,f__UBA1406,3,true
family,f__UBA1441,1,true
family,f__UBA1449,3,true
family,f__UBA1539,13,false
family,f__UBA1544,1,true
family,f__UBA1558,2,false
family,f__UBA1568,13,false
family,f__UBA1875,2,true
family,f__UBA2023,13,false
family,f__UBA2135,1,true
family,f__UBA2143,5,false
family,f__UBA2163,112,false
family,f__UBA2169,4,false
family,f__UBA2193,2,false
family,f__UBA2196,2,true
family,f__UBA2206,21,true
family,f__UBA2591,1,true
family,f__UBA3531,1,true
family,f__UBA4473,3,false
family,f__UBA4664,2,false
family,f__UBA4665,23,false
family,f__UBA4787,1,true
family,f__UBA5272,4,false
family,f__UBA5633,9,false
family,f__UBA5738,3,true
family,f__UBA6065,2,false
family,f__UBA6164,11,false
family,f__UBA6257,3,true
family,f__UBA6264,3,false
family,f__UBA6532,1,true
family,f__UBA6539,6,false
family,f__UBA6899,6,true
family,f__UBA7683,1,true
family,f__UBA8517,30,false
family,f__UBA917,5,false
family,f__UBA920,6,false
family,f__UBA922,27,false
family,f__UBA927,9,false
family,f__UBA9337,4,true
family,f__UBA9337-A,1,true
family,f__UBA9568,1,true
family,f__UBA9570,1,true
family,f__UBA9629,2,true
family,f__UBA9933,10,false
family,f__UBA9934,7,false
family,f__UBA9936,1,true
family,f__UBA9973,62,false
family,f__UBA9973_A,1,true
family,f__UBA9973_B,1,true
family,f__UBA9983,6,false
family,f__UBA9988,1,true
family,f__UM-FILTER-36-11,1,true
family,f__UM-FILTER-39-15,1,true
family,f__UM-FILTER-40-11,3,true
family,f__UM-FILTER-41-14,1,true
family,f__UM-FILTER-42-10,2,true
family,f__UM-FILTER-43-11,2,false
family,f__UM-FILTER-48-10,1,true
family,f__UM-FILTER-53-11,2,false
family,f__VFKW01,1,true
family,f__VMEP01,1,true
family,f__VMEV01,1,true
family,f__VMFF01,1,true
family,f__VMGT01,1,true
family,f__VMGY01,1,true
family,f__VMTK01,1,true
family,f__VXPC01,1,true
family,f__WO2-01-48-18,1,true
family,f__WO2-44-18,4,false
family,f__X112,17,false
family,f__XYA2-FULL-43-10,2,true
family,f__XYB1-36-10,2,true
family,f__XYB2-FULL-38-15,1,true
family,f__XYC2-FULL-38-9,3,false
family,f__XYC2-FULL-47-12,5,true
family,f__XYD1-FULL-40-9,1,true
family,f__XYD1-FULL-46-19,8,false
family,f__Zambryskibacteraceae,27,false
family,f__Zambryskibacteraceae_A,8,false
